"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"HPCAL1",19.1707825467297,19.2410981522585,18.4856831117318,23.5836338715633,22.0555823287785,15.7968561978388,23.4574287622086,20.3631168019429,16.2635495247211,16.7967716317301,27.7395137371712
"NPAT",14.5158960497602,14.5727661415466,16.7291249879926,15.646834010941,20.8976642565176,18.3367428806286,17.2324800291953,16.2656603722837,17.1554215954316,16.8979570030056,14.7604751995957
"LINC00094",10.0447550724079,11.1661454850812,5.77154812085745,7.33209129981295,8.65681606404556,11.6463096674263,10.8557032783037,7.51200345437528,13.0108396197769,13.2046909514505,7.69835128944431
"NRAS",20.0282616382767,20.124296100231,15.5580862388331,20.7112682077191,19.1883566260373,18.522588247662,21.559578538729,21.7289356118293,20.3032053744099,19.7311473987191,17.3053847167674
"IRX2",13.4746714385959,7.38101142234179,14.0524649899138,18.2168453943806,7.77459277089442,7.99135078243611,22.9260306996343,8.87782226426169,9.91551890378156,8.39838581586507,7.06212391015139
"TDRD3",25.0506391744806,21.0074940482035,32.4545024767057,18.368022534583,22.4415550195321,25.3988668278977,23.0019447085735,19.3077113579398,21.3524666340693,20.9453718540249,20.4228988753027
"OGFRL1",5.3286200688993,7.50718255776643,4.34957249687808,6.87855987920596,8.43626024075777,11.3985158447151,10.0206491799726,8.44324355202511,8.60394232920728,12.9517275232618,4.00823248954538
"NUDT8",14.0259079974476,14.5727661415466,11.7940331165348,15.646834010941,11.5240417667868,8.7347322505697,24.9757089409924,9.99531038144148,10.1778342186964,12.1422445530579,18.6414622132825
"CCDC113",11.5759677358847,15.5190496572314,9.53560124315579,12.0941712161863,7.33348112431885,11.8321550344597,9.79290715315506,12.4786173085077,14.8995098871638,11.6869103823183,6.29865105499989
"LANCL2",15.9246117001588,17.0331032823272,11.0412224920751,21.618331048933,13.6744610438427,11.1507220220039,18.6748461990399,16.3277430454603,19.2539441147504,12.3446152956089,16.0329299581815
"SH3PXD2B",9.92225805932973,14.1942527352727,6.35706749543719,15.1933025903341,6.12042409623603,9.97370136412569,7.51548688497947,9.12615295696831,9.23349908500293,13.7612104934657,13.742511392727
"SPNS1",16.4145997524714,13.2479692195878,14.2197562397937,14.9665368800306,18.8575228911056,15.1773716410608,12.1462414302698,13.9065187915708,15.8438450208573,15.8355106046131,15.2058343651007
"ATF7IP2",20.5794981971283,14.446595006122,20.6604693601709,20.1065596469097,17.8650216863106,17.5314129568172,17.915706109648,12.5406999816843,18.204682855091,19.0228497997908,13.8697568685856
"ZDHHC21",28.1130645014342,19.1149270168339,33.6255412258651,25.3977595539913,25.4741975897392,26.8236813084871,23.7610847979654,23.405167787599,23.9231567202349,20.5912230545607,27.7395137371712
"SMAD1",19.0482855336515,14.5727661415466,15.2235037390733,15.5712454408399,17.6444658630228,16.2924438432612,16.8529099844994,17.7556445285234,18.9916287998356,17.5050692306585,18.1961030477775
"FAM200B",24.8056451483243,16.0868197666424,38.1424049726231,22.6765710303493,19.4089124493251,21.6819594872298,22.5464606549384,22.7843410558325,20.5655206893247,15.9872886615263,25.6399633855046
"CDO1",7.28857227814961,7.44409699005411,9.20101874339593,6.72738273900364,5.01764497979711,11.0268251106483,4.78258256316875,4.84244850777911,6.13817836900763,13.6600251221902,10.6249972341917
"TP53I13",24.1319115763945,21.2598363190528,19.8240131107712,18.7459653850888,21.6696096380249,19.3898666271512,27.3290432181071,15.0860895819272,18.3620720440399,16.9485496886434,23.7949039855551
"STK10",11.5147192293456,14.5727661415466,10.3720574925554,16.8562511325597,16.9276594373375,15.115423185383,17.3083940381345,16.1414950259304,17.2603477213975,15.2283983769602,13.1062840134341
"CCDC12",30.5017562564581,28.2623343351207,38.476987472383,30.9913137414774,26.9629493969317,28.5582380674655,31.2006576740057,23.9639118461889,27.0709404992131,21.4512987104024,37.6010381162115
"OFD1",14.4546475432211,15.3297929540945,14.6379843644935,17.2341939830655,17.5893269072008,16.664134577328,17.8397921007088,12.9131960207443,15.0044360131298,19.7311473987191,18.2597257857067
"CERS4",18.6807944944171,15.9606486312177,20.0749499855911,19.2750853757969,16.8725204815155,14.9915262740274,12.6776394928442,14.216932157454,17.3652738473635,19.376998599255,19.0868213787875
"PEG3",13.1684289059006,16.02373419893,21.1623431098106,19.9553825067074,14.8875180719255,17.7792067795284,26.7976451555328,16.0794123527537,19.0440918628185,20.743001111474,17.4962529305552
"NOM1",19.0482855336515,17.9163012302997,18.7366199865517,13.6059426182096,17.8098827304886,18.2747944249508,13.8163496269319,16.4519083918136,15.9487711468232,17.7580326588472,13.4880204410099
"DHPS",29.8892711910673,26.4959384391756,38.8115699721428,33.4857365548159,34.5169863445383,29.4255164469547,31.73205573658,29.3651044125579,28.1726648218555,25.5998989326971,30.6661596819187
"RBM4",12.678440853588,15.5821352249438,12.0449699913547,15.0421254501317,15.9902971883644,14.5578870842828,13.7404356179928,13.0994440402742,16.9455693434997,16.7461789460924,16.0965526961108
"PLEKHF2",18.7420430009562,17.6639589594504,21.0786974848707,19.3506739458981,21.6144706822029,18.7703820703732,20.4967824135804,17.6935618553467,21.824634200916,18.5675156290511,23.8585267234844
"STX5",17.3945758570966,19.0518414491215,18.6529743616118,23.0545138808552,21.504192770559,18.4606397919842,20.0412983599452,19.8664554165297,18.8342396108867,21.5524840816778,22.9041856545451
"SOCS3",13.5971684516741,6.056214500383,4.76780062157789,13.1524111976026,6.50639678698965,4.02664961905695,15.4864578235941,11.1748811717979,3.56748828284204,5.26163930632511,6.93487843429281
"ZNF248",17.5170728701747,17.9163012302997,20.8277606100508,17.007428272762,20.8425253006957,23.4784647018859,18.9785022347966,19.3697940311164,17.9948306031591,19.8829254556324,17.6871211443431
"SLC25A29",16.4145997524714,13.1848836518755,27.0175368556081,18.2168453943806,12.7370987948696,13.5047633377602,14.1959196716279,12.8511133475676,15.2667513280446,16.1390667184395,23.4767902959087
"FTSJ2",22.2332078736833,23.7832590275458,19.3221393611315,22.1474510396412,19.7948851400787,16.2924438432612,18.6748461990399,21.0460262068861,19.7261116815972,20.2370742550966,19.4685578063633
"MICU3",17.2720788440184,13.5003114904371,22.9189012335499,14.3618283192212,19.0229397585714,17.593361412495,19.8135563331277,10.7403024595613,8.91872070710511,9.91616638499731,18.959575902929
"CEP112",13.8421624778304,18.6102424751353,18.3183918618519,20.4089139273144,20.0705799191884,15.9207531091944,18.2193621454048,20.2389514555896,16.2110864617381,20.4900376832853,17.0508937650502
"MGAT2",28.1130645014342,20.124296100231,30.0287793534467,26.0780566849017,22.2209991962443,26.2661452073869,23.0778587175127,19.1835460115865,24.5002504130476,20.9959645396627,23.0950538683329
"C12orf29",14.0259079974476,9.14740731828683,19.9913043606512,16.0247768614469,19.9051630517226,17.593361412495,18.6748461990399,12.2923692889777,14.3224161943511,8.85371998660474,16.4782891236866
"GTF2H3",17.2108303374793,18.4840713397106,15.0562124891933,15.646834010941,20.511691565764,19.6376604498624,20.9522664672155,18.1281405675833,19.2539441147504,16.0884740328018,17.0508937650502
"RAB3A",21.9269653409879,22.7738899441486,26.5156631059683,25.7757024044971,22.2761381520663,19.0801243487622,29.9860335309787,22.8464237290091,26.7036990583323,15.7343252333376,26.0853225510096
"CA14",1.89870370271124,2.01873816679433,3.76405312229834,6.27385131839665,8.38112128493582,1.36286602491158,11.9184994034523,10.1194757277948,1.52142882650617,0.910668341479345,6.29865105499989
"GPANK1",24.0706630698554,19.6196115585324,27.2684737304279,24.339519572575,26.7975325294659,18.3986913363064,23.0778587175127,19.8664554165297,21.3000035710863,19.5287766561682,24.3038858889895
"DNM1",3.06242532695362,7.12866915149249,1.67291249879926,6.95414844930713,4.24569959828986,6.00900020074653,4.02344247377689,7.44992078119862,8.0268486363946,11.939873810507,5.28068724813122
"TOPORS",19.4157765728859,19.6826971262448,20.0749499855911,19.9553825067074,18.5266891561739,23.2926193348525,20.7245244403979,21.791018285006,20.1982792484439,22.2101889949685,21.8225991097471
"PRPF38A",17.6395698832529,18.4840713397106,14.9725668642534,20.2577367871121,19.8500240959006,23.0448255121413,21.559578538729,20.0527034360596,17.9423675401762,19.5793693418059,19.850294233939
"NTNG2",5.08362604274301,6.056214500383,5.68790249591749,5.44237704728384,5.07278393561905,9.0444745289587,5.0862385989255,12.3544519621544,11.7517261081856,2.98496845262674,3.56287332404034
"GXYLT1",13.5971684516741,17.6639589594504,15.1398581141333,16.7806625624585,17.9752995979545,17.8411552352062,17.915706109648,16.2656603722837,14.532268446283,19.8323327699946,14.4423615099492
"MID2",7.34982078468869,9.84134856312238,3.68040749735837,10.582399814163,8.54653815240166,9.2303198959921,11.1593593140604,8.69157424473173,11.2270954783558,13.7612104934657,6.42589653085847
"UAP1",25.356881707176,21.4490930221898,30.6979443529664,29.3283651992518,26.7423935736439,22.2394955883299,28.3918393432558,26.3851361000785,23.1886738384733,27.0670868161916,27.2305318337369
"TCEAL3",30.440507749919,20.8182373450666,37.0550118484036,30.7645480311739,21.0079421681615,27.0095266755205,27.8604412806815,26.0747227341952,26.3889206804345,25.9034550465236,27.1032863578783
"VRK3",17.762066896331,18.1055579334367,11.4594506167749,17.2341939830655,16.43140883494,18.4606397919842,17.6879640828305,17.1969004699335,18.4145351070229,16.3920301466282,15.0149661513129
"MGME1",18.4970489747999,16.8438465791902,15.5580862388331,16.4783082820538,15.8800192767205,13.5047633377602,13.9681776448103,20.5493648214729,15.7913819578743,15.8861032902508,11.1339791376261
"CHIC1",26.4593548248793,27.7576497934221,28.9413862292272,25.2465824137889,26.3564208828903,26.2661452073869,28.9232374058301,23.591415807129,25.3396594207751,25.3469355045084,22.9041856545451
"RGS2",12.4334468274317,14.5727661415466,12.9650718656943,16.3271311418515,11.3586248993209,21.3722172088408,10.9316172872429,13.4719400793342,8.34162701429242,14.1659519785676,14.8877206754543
"LYN",10.2285005920251,10.156776401684,5.60425687097752,10.8847540945677,10.8072353411015,11.0268251106483,8.88193904588482,11.6094598840345,11.4894107932707,14.4189154067563,7.38023759979785
"RASSF9",7.77856033046219,10.0306052662594,5.52061124603756,3.77942850505822,9.26334457808696,9.72590754141449,5.84537868831736,10.5540544400314,10.1253711557134,10.9280200977521,4.07185522747468
"ALDH1L2",3.49116487272713,5.42535882325977,1.92384937361915,4.6864913462722,4.30083855411181,7.06212394726912,4.25118450059445,9.001987610615,5.03645404636524,11.9904664961447,4.00823248954538
"C7orf49",16.108357219776,14.6358517092589,14.5543387395536,15.646834010941,17.1482152606253,14.0003509831826,12.9053815196617,15.8931643332237,16.473401776653,17.8592180301227,16.1601754340401
"NXPH4",9.86100955279066,3.34353508875312,7.02623249495689,4.38413706586754,8.65681606404556,5.38951564396854,2.2774202681756,5.83577127860559,11.5418738562537,5.21104662068736,2.99026868267672
"SGK223",8.39104539585292,14.3835094384096,5.68790249591749,9.52415983274672,8.38112128493582,11.8321550344597,15.0309737699589,12.1061212694478,13.7977855645214,11.3327615828541,7.31661486186856
"LYSMD3",31.5429808676223,31.6058694238738,32.2872112268257,33.7125022651193,32.3114281116605,33.6999598887228,39.0957146036811,30.4825925297377,30.2187242781914,27.77538441512,34.2926557438883
"CHST14",14.2709020236039,13.1848836518755,15.809023113653,14.2106511790189,13.288488353089,11.7082581231041,13.436779582236,17.8798098748767,15.0044360131298,16.1896594040772,21.5681081580299
"SHARPIN",30.1955137237627,23.9725157306827,36.8877205985237,30.3110166105669,30.6572594370021,29.7352587253437,33.0225938885461,30.6688405492677,26.6512359953494,25.3469355045084,35.6287332404034
"ASUN",26.7043488510356,25.1711415172169,32.8727306014055,21.3915653386295,19.519190360969,25.8944544733201,20.6486104314587,25.0813999633687,23.765767531286,20.1864815694588,23.0314311304036
"RBM14",22.3557048867614,21.1967507513405,26.9338912306681,16.100365431548,17.2033542164472,25.3369183722199,20.7245244403979,17.7556445285234,19.3588702407164,18.6181083146888,24.8764905303531
"BDH2",31.8492234003176,33.3091797521065,44.3321812181804,47.5452105936324,33.855318874675,32.0893000411,37.1219503712622,32.7796514372739,30.4810395931063,33.4417652065471,39.7005884678781
"RAB8A",12.9846833862833,14.5096805738343,10.5393487424353,13.0012340574003,13.7847389554866,15.5490623751276,14.3477476895063,11.1748811717979,12.5911351159131,17.4544765450208,16.6691573374745
"BCS1L",27.2555854098872,30.0287302310657,30.2797162282666,26.2292338251041,26.7975325294659,24.9032791824753,26.873559164472,21.2943568995927,24.7101026649794,21.1983352822136,30.4752914681308
"WDR20",19.8445161186595,16.2760764697793,15.892668738593,17.3853711232678,18.1407164654203,20.8146811077406,15.9419418772292,19.990620762883,18.204682855091,17.4544765450208,19.4685578063633
"NMRAL1",7.34982078468869,10.7876320788072,4.68415499663793,17.460959693369,5.89986827294825,8.11524769379171,12.222155439209,9.93322770826483,7.18743962866706,3.38970993772867,15.0785888892422
"TRIM65",12.6171923470489,12.9956269487385,9.9538293678556,13.7571197584119,15.1632128510352,11.7702065787819,12.6776394928442,14.3410975038073,12.4337459269642,16.9991423742811,15.7148162685351
"ABCB6",14.7608900759164,17.2854455531765,17.4819356124523,12.396525496591,12.1857092366501,18.6464851590176,13.8163496269319,19.3077113579398,14.637194572249,17.9098107157605,17.1781392409088
"KLHL34",10.2285005920251,14.9512795478205,15.0562124891933,6.34943988849781,9.04278875479918,10.7790312879371,4.93441058104712,12.0440385962711,12.2238936750323,9.4102395286199,5.78966915156555
"KCNMB4",16.2308542328542,7.82261039632805,6.85894124507697,7.48326844001528,9.75959518048448,4.70808263151275,7.8950569296754,11.0507158254446,10.2302972816794,8.34779313022733,11.3248473514139
"METTL2B",14.6383930628383,15.0143651155329,11.6267418666549,10.8847540945677,16.5416867465839,15.7968561978388,14.3477476895063,12.416534635331,16.473401776653,12.5469860381599,11.3884700893432
"SLC9A3R1",12.8009378666661,15.0143651155329,9.36830999327586,11.4138740852758,10.3661236945259,9.66395908573669,7.51548688497947,17.6935618553467,9.60074052588373,12.9011348376241,10.8158654479796
"MYO6",20.334504170972,16.3391620374916,17.983809362092,20.5600910675167,20.1257188750104,20.381041917996,18.6748461990399,18.5627192798199,20.040890059495,19.8829254556324,19.850294233939
"CISD3",33.4416845703335,33.9400354292298,54.7042387107358,40.5910621443253,30.3264257020704,30.0450010037327,38.7161445589851,27.3163761977283,29.0120738295831,23.475006135912,36.3285833576256
"PGAP2",16.904587804784,15.0143651155329,16.5618337381127,12.4721140666921,15.383768674323,14.805680906994,10.6279612514861,18.6868846261732,16.2110864617381,12.4963933525221,19.6594260201512
"PAAF1",14.7608900759164,9.71517742769774,10.7066399923153,12.0185826460851,10.9726522085673,12.0180004014931,5.6176366614998,11.4232118645046,11.1221693523899,14.7730642062205,12.9790385375755
"LZIC",22.7844444325349,22.7108043764363,32.4545024767057,26.0780566849017,27.2386441760414,25.3369183722199,26.038505066141,24.5226559047788,25.7593639246389,22.1595963093307,20.6137670890905
"TOR1B",14.3321505301429,17.3485311208888,14.0524649899138,14.7397711697271,13.5641831321988,14.4339901729272,12.1462414302698,12.7269480012143,18.5194612329888,15.3295837482356,14.1242478203028
"RRP1B",14.6383930628383,19.8088682616694,15.892668738593,14.8909483099294,14.2809895578841,17.9650521465618,18.9025882258574,16.8244044308736,17.2078846584146,19.6805547130814,17.432630192626
"KIAA1324L",9.79976104625158,9.77826299541006,7.36081499471675,11.6406397955793,9.15306666644307,11.8321550344597,9.64107913527669,16.203577699107,11.6467999822196,13.305876322726,6.87125569636351
"OSBPL10",5.08362604274301,5.10993098469816,3.42947062253848,9.97769125335371,5.56903453801657,9.72590754141449,4.85849657210794,8.25699553249514,4.72167566846741,12.7999494663486,5.72604641363626
"ELMO1",12.5559438405098,13.5633970581494,7.61175186953664,12.850056917198,13.2333493972671,14.0003509831826,16.8529099844994,10.0573930546181,13.4830071866236,15.6837325476998,15.7784390064644
"ZDHHC6",21.8657168344488,17.2223599854642,20.9950518599307,17.8389025438748,18.0304385537764,25.2749699165421,21.1040944850939,14.2790148306307,17.9423675401762,17.808625344485,20.931880778737
"TERF1",22.4782018998396,21.0705796159159,25.3446243568088,24.339519572575,22.0555823287785,26.0802998403535,22.0909766013033,22.3497623435959,23.2411369014562,23.677376878463,24.0493949372723
"ZNF423",8.8810334481655,8.83197947972521,6.35706749543719,9.59974840284788,11.3586248993209,11.4604643003929,10.0206491799726,10.3678064205014,11.6467999822196,14.6212861493073,8.77993783424227
"DOCK11",4.89988052312579,6.68707017750623,2.00749499855911,5.59355418748617,5.45875662637268,7.80550541540271,5.16215260786468,9.43656632285159,6.1906414319906,12.5975787237976,6.80763295843422
"ZNF776",19.4157765728859,21.3229218867652,19.9913043606512,21.5427424788319,21.1733590356273,22.9209286007857,21.6354925476682,22.0393489777126,21.3524666340693,21.8054475098665,22.8405629166158
"NOB1",17.762066896331,15.7713919280807,15.809023113653,15.9491882913457,15.8800192767205,17.0358253113948,18.3711901632831,18.3764712602899,16.473401776653,20.338259626372,19.850294233939
"C11orf71",20.8857407298237,14.257338302985,28.6068037294674,17.6877254036725,17.8098827304886,18.0270006022396,14.1959196716279,13.0373613670976,14.4798053833001,13.8623958647411,22.2043355373228
"APOBEC3C",16.8433392982449,18.5471569074229,24.926396232109,24.1883424323726,24.7022522082319,17.4075160454616,19.2821582705534,21.2322742264161,20.7229098782736,18.1627741439492,21.7589763718178
"SLC25A26",21.7432198213707,21.9537775638884,29.359614353927,16.4783082820538,18.2509943770642,16.8499799443614,24.6720529052356,22.4739276899492,16.9455693434997,17.4544765450208,28.6302320681813
"SMIM13",33.6254300899507,24.8557136786552,43.077496844081,30.7645480311739,23.4891951801491,30.8503309275441,30.7451736203705,25.2676479828987,26.9660143732472,21.4007060247646,25.6399633855046
"ADAMTS5",13.2296774124396,11.1661454850812,3.42947062253848,15.0421254501317,9.86987309212837,10.4692890095481,12.7535535017833,11.7957079035645,9.81059277781562,14.4189154067563,12.7881703237877
"PTPRJ",15.6796176740025,17.6008733917381,12.7141349908744,12.0185826460851,10.8072353411015,13.5047633377602,9.33742309951994,17.4452311626401,12.2763567380153,14.4189154067563,11.2612246134847
"YIF1A",30.0117682041455,29.2086178508055,33.876478100685,31.6716108723879,28.5068401599462,29.7352587253437,30.6692596114314,27.5647068904349,31.1105963489019,26.3081965316255,28.4393638543934
"ZNF542P",30.8079987891534,32.7414096426956,38.3096962225031,34.2416222558275,27.2937831318634,31.5317639399998,27.253129209168,29.7996831247945,28.9596107666001,27.6741990438445,26.4670589785854
"C21orf91",18.4970489747999,23.3416600535595,26.0974349812685,20.7112682077191,15.9902971883644,25.4608152835755,15.3346298057157,20.0527034360596,19.5687224926483,15.8861032902508,17.3053847167674
"CGRRF1",16.9658363113231,13.2479692195878,24.926396232109,18.4436111046841,21.2836369472712,14.9295778183496,17.080652011317,10.988633152268,15.1093621390957,13.7612104934657,20.2956533994441
"PER2",20.3957526775111,16.3391620374916,20.4931781102909,22.978925310754,24.4265574291222,20.5049388293516,21.6354925476682,16.389825718637,19.2014810517675,15.0260276344092,22.2043355373228
"LRRC57",12.7396893601271,14.6358517092589,10.2047662426755,12.6988797769956,13.5090441763768,12.7613818696267,10.5520472425469,16.1414950259304,13.3256179976747,14.9248422631337,8.90718331010085
"IFT122",13.3521744255178,13.5633970581494,10.6229943673753,13.3035883378049,17.9201606421325,13.7525571604714,15.6382858414724,10.7403024595613,11.1221693523899,14.8236568918582,9.92514711696952
"FUT1",7.5335663043059,3.97439076587635,8.28091686905634,9.52415983274672,11.0829301202112,1.85845367033398,13.5126935911752,12.3544519621544,3.8298035977569,3.69326605155512,6.10778284121201
"PRPF40B",16.6595937786277,17.7270445271628,15.4744406138932,16.2515425717504,16.1557140558302,16.04465002055,15.9419418772292,19.1214633384098,18.5719242959718,18.4663302577756,15.7148162685351
"PXK",14.3321505301429,14.6358517092589,17.0637074877525,15.4956568707387,16.7071036140497,19.5757119941846,17.8397921007088,14.216932157454,17.1554215954316,18.972257114153,19.0868213787875
"PMM1",18.0683094290264,17.6008733917381,23.3371293582497,19.4262625159993,21.3387759030932,15.9207531091944,17.5361360649521,17.1969004699335,16.8406432175338,19.6805547130814,24.4311313648481
"LINC00909",15.6183691674635,12.3647712716153,16.6454793630526,14.2862397491201,12.4614040157598,12.6374849582711,10.8557032783037,13.0994440402742,13.4305441236406,18.5675156290511,15.5875707926765
"AUTS2",14.8833870889946,11.4184877559305,7.86268874435652,13.5303540481084,11.0829301202112,15.4871139194498,14.4995757073846,9.80906236191152,14.0076378164533,14.9754349487715,15.2058343651007
"SLC16A12",8.14605136969663,10.7876320788072,17.983809362092,15.2688911604352,16.2108530116522,10.4692890095481,21.6354925476682,15.0860895819272,11.9091152971345,13.6600251221902,8.5254468825251
"ZMYM6",21.3757287821363,22.9000610795732,23.5880662330696,20.4089139273144,22.6069718869979,20.071299639607,20.0412983599452,20.5493648214729,22.1918756417968,20.540630368923,19.2140668546461
"DCAF15",20.5182496905893,21.7014352930391,15.809023113653,17.3853711232678,16.5416867465839,16.04465002055,13.8922636358711,17.7556445285234,15.4241405169935,16.0884740328018,21.1227489925249
"SEMA3D",3.42991636618805,6.37164233894462,6.35706749543719,8.54150842143158,8.10542650582609,5.69925792235754,6.22494873301329,9.87114503508817,8.44655314025836,12.9011348376241,5.02619629641405
"TBCC",15.4346236478462,15.4559640895191,9.78653811797567,14.8153597398282,13.5641831321988,12.0799488571709,14.8791457520806,12.6648653280377,16.7357170915678,13.9129885503789,18.959575902929
"KRR1",17.9458124159482,16.212990902067,17.1473531126924,15.7980111511434,16.7071036140497,18.4606397919842,17.6120500738913,20.1768687824129,19.9359639335291,16.5438082035414,13.8697568685856
"EAF1",13.535919945135,18.168643501149,13.1323631155742,18.8215539551899,15.7146024092547,15.9827015648722,13.5886076001144,15.1481722551039,14.2699531313682,17.2015131168321,10.4341290204039
"ZNF470",9.12602747432179,12.8063702456016,7.36081499471675,10.9603426646688,11.3586248993209,11.6463096674263,11.387101340878,12.416534635331,12.8534504308279,15.3295837482356,10.4341290204039
"AFMID",21.5594743017535,18.4840713397106,24.5918137323491,21.5427424788319,20.456552609942,12.3277426798821,20.7245244403979,17.3210658162868,16.2635495247211,16.8979570030056,26.2761907647975
"FAM35A",16.1696057263151,12.6801991101769,11.0412224920751,14.4374168893224,8.54653815240166,11.5224127560707,10.9316172872429,13.6581880988641,16.1586233987551,13.8623958647411,10.7522427100503
"KIAA0020",18.7420430009562,16.5284187406286,14.9725668642534,17.5365482634702,15.9351582325425,15.9207531091944,13.1331235464793,16.203577699107,16.9980324064827,18.0615887726737,14.4423615099492
"ZNF3",16.047108713237,21.9537775638884,17.5655812373922,17.6121368335713,19.2434955818592,19.8235058168958,19.130330252675,15.8310816600471,18.3620720440399,19.174627856704,20.1684079235855
"MUS81",20.273255664433,24.414114704669,21.8315081093304,22.525393890147,21.2836369472712,23.2926193348525,24.2165688516005,21.6668529386527,21.5623188860012,22.6655231657081,27.039663619949
"UPF3A",17.6395698832529,13.5633970581494,18.2347462369119,17.2341939830655,9.5390393571967,16.7260830330058,14.1959196716279,14.8998415623972,16.368475650687,16.2908447753527,21.9498445856057
"ESRRB",11.1472281901112,15.1405362509575,12.1286156162946,12.3209369264898,14.391267469528,9.1683714403143,21.180008494033,9.5607316692049,8.23670088832648,11.8386884392315,6.36227379292918
"ERCC4",16.5370967655495,16.02373419893,17.983809362092,20.3333253572132,16.5416867465839,21.000526474774,12.4498974660266,15.5206682941638,17.5751260992954,17.403883859383,14.2514932961614
"FMNL2",16.7208422851668,12.9956269487385,9.87018374291564,15.1933025903341,13.343627308911,15.0534747297052,15.5623718325332,16.5760737381669,15.1093621390957,16.6449935748169,12.4064338962119
"RAB20",13.9034109843694,9.52592072456077,17.5655812373922,10.5068112440619,16.3211309232961,9.91175290844789,14.1959196716279,8.62949157155507,15.6864558319084,11.1809835259408,11.3248473514139
"APBB3",12.8009378666661,11.3554021882181,14.5543387395536,8.0879770008246,9.81473413630643,16.1685469319056,11.5389293587564,6.02201929813555,7.76453332147974,14.3177300354808,12.5336793720705
"EPHA2",15.6183691674635,14.9512795478205,12.7141349908744,18.0656682541783,14.8875180719255,12.6994334139489,18.2193621454048,21.418522245946,16.7357170915678,16.1390667184395,13.4243977030806
"FBXL18",14.6383930628383,15.3297929540945,15.3071493640132,10.582399814163,12.1305702808282,14.805680906994,13.0572095375401,15.0860895819272,17.4701999733294,15.5319544907866,12.1519429444947
"ZNF516",16.7208422851668,22.3322909701623,17.3982899875123,18.0656682541783,17.2033542164472,18.832330526051,17.4602220560129,17.3831484894635,19.5687224926483,17.7074399732095,14.5059842478785
"PEX14",23.6419235240819,20.0612105325187,21.0786974848707,20.0309710768086,17.2033542164472,18.3986913363064,22.2428046191817,18.8731326457032,22.5066540196947,14.9248422631337,25.3854724337874
"TKFC",12.678440853588,13.2479692195878,11.7103874915948,16.7050739923573,14.9426570277474,12.6374849582711,13.5886076001144,16.1414950259304,17.6275891622783,15.4813618051489,13.5516431789392
"CHCHD4",22.4169533933005,20.124296100231,25.4282699817488,23.1301024509563,26.0807261037806,21.2483202974852,22.2428046191817,19.6802073969997,21.6147819489841,19.8323327699946,25.3218496958581
"ZPR1",16.9658363113231,21.1967507513405,17.8165181122121,16.1759540016492,15.4389076301449,17.3455675897838,16.8529099844994,18.5627192798199,15.9487711468232,20.1358888838211,14.9513434133836
"TRIM16",11.6984647489628,17.2854455531765,8.44820811893627,15.2688911604352,14.6669622486377,13.566711793438,16.7769959755602,19.7422900701763,11.9091152971345,13.6600251221902,15.9693072202522
"ZNF217",12.8621863732052,15.9606486312177,12.0449699913547,14.6641825996259,16.3211309232961,15.9827015648722,13.6645216090536,15.7689989868704,13.8502486275044,17.606254601934,14.1878705582321
"PIH1D1",16.7208422851668,12.8063702456016,17.1473531126924,16.553896852155,17.9201606421325,17.7792067795284,19.4339862884318,11.4852945376812,8.86625764412213,16.6955862604547,18.8959531649997
"SYTL4",10.7184886443377,8.70580834430057,5.85519374579741,8.76827413173508,9.26334457808696,9.2303198959921,7.66731490285784,14.5273455233373,6.61034593585437,13.3564690083637,8.14371045494935
"RAB9A",22.1107108606051,20.124296100231,20.6604693601709,26.682765245711,17.9201606421325,20.8146811077406,24.4443108784181,21.0460262068861,20.1982792484439,24.0821183635649,24.8128677924238
"CALML4",14.1484050105257,8.39038050573895,21.9987993592103,17.3097825531667,9.4287614455528,13.566711793438,18.295276154344,12.2302866158011,11.5418738562537,9.35964684298216,22.5224492269693
"TRAPPC5",23.2131839783084,14.1311671675603,21.4969256095705,23.5836338715633,14.4464064253499,14.495938628605,25.5830210125059,14.3410975038073,15.6864558319084,11.6363176966805,23.0950538683329
"PGAP1",18.4358004682608,22.079948699313,20.5768237352309,17.5365482634702,19.5743293167909,23.9121038916305,21.4077505208506,22.5980930363025,19.4637963666823,18.5169229434134,16.351043647828
"PAXBP1",19.3545280663469,11.9862578653414,20.6604693601709,13.6059426182096,13.8398779113085,20.2571450066404,12.7535535017833,11.9819559230945,13.0108396197769,14.7730642062205,18.5778394753532
"CACFD1",15.8633631936197,12.7432846778892,15.0562124891933,10.582399814163,15.8800192767205,13.6906087047936,10.4002192246686,18.1281405675833,11.4894107932707,14.1153592929299,11.0703563996968
"ZNF839",16.8433392982449,14.7620228446836,14.2197562397937,14.2106511790189,19.464051405147,13.5047633377602,19.8894703420669,17.0106524504035,17.4701999733294,13.9129885503789,19.2140668546461
"CUL9",10.5959916312595,16.3391620374916,12.7141349908744,12.0941712161863,14.8875180719255,16.1685469319056,16.4733399398035,13.4098574061575,15.2667513280446,16.7461789460924,13.9970023444442
"ZNF562",13.3521744255178,16.4653331729163,15.3071493640132,13.6059426182096,13.7295999996646,20.8766295634184,12.7535535017833,14.6515108696906,15.1618252020787,15.4813618051489,11.8974519927776
