"","SRR24302636","SRR24302631","SRR24302634","SRR24302641","SRR24302632","SRR24302643","SRR24302642","SRR24302639","SRR24302635","SRR24302640","SRR24302633"
"GEMIN8",13.2909259189787,12.5540279747523,13.3832999903941,13.0012340574003,11.7997365458965,13.0711241480157,11.3111873319388,10.8644678059147,11.2270954783558,12.0410591817825,16.6691573374745
"ZNF34",6.85983273237611,5.29918768783513,6.52435874531712,5.59355418748617,7.9951485941822,7.24796931430252,5.99720670619574,5.9599366249589,8.23670088832648,8.75253461532926,7.7619740273736
"SPTBN4",8.2072998762357,9.21049288599915,9.11737311845597,8.31474271112809,7.44375903596274,11.2746189333595,8.19871296543215,8.87782226426169,9.86305584079859,10.3209078700992,7.31661486186856
"POC1B",13.4134229320569,9.77826299541006,9.45195561821582,11.7918169357817,11.6894586342526,12.3896911355599,9.86882116209425,11.2990465181512,9.2859621479859,10.371500555737,11.9610747307069
"ZNF493",11.3309737097284,7.63335369319108,16.7291249879926,10.128868393556,10.6418184736356,13.4428148820824,8.80602503694564,8.87782226426169,7.92192251042865,7.84186627384992,11.8974519927776
"ZNF81",4.47114097735228,6.37164233894462,3.42947062253848,4.23295992566521,4.46625542157764,8.23914460514731,3.56795842014177,4.90453118095576,5.08891710934821,6.98179061800831,2.60853225510096
"ZNF845",4.47114097735228,6.056214500383,3.76405312229834,5.59355418748617,8.43626024075777,6.93822703591352,6.60451877770923,5.77368860542893,6.34803062093952,7.63949553129895,4.32634617919184
"ELMOD3",8.69728792854828,10.0306052662594,7.6953974944766,8.23915414102692,8.82223293151139,10.5931859209037,6.83226080452679,6.76701137625542,7.97438557341162,9.86557369935957,8.46182414459581
"RFC5",5.02237753620394,5.42535882325977,6.85894124507697,5.66914275758733,7.2783421684969,7.00017549159132,4.47892652741201,4.65620048824914,6.45295674690546,8.95490535788023,7.25299212393927
"ASL",12.4946953339708,12.112429000766,13.8851737400339,13.9838854687154,14.0052947787743,10.5931859209037,15.6382858414724,10.988633152268,13.6928594385555,12.1928372386957,14.8877206754543
"INO80E",13.8421624778304,12.4278568393276,12.1286156162946,13.9838854687154,13.0127935739793,16.04465002055,14.7273177342022,11.6715425572112,12.6435981788961,12.4963933525221,14.3787387720199
"GVINP1",2.32744324848475,6.18238563580765,1.92384937361915,2.79677709374308,7.33348112431885,4.70808263151275,6.22494873301329,5.21494454683904,3.51502521985907,5.31223199196285,2.54490951717167
"PTK7",5.75735961467281,4.28981860443796,2.76030562301878,4.91325705657569,3.63917108424845,3.96470116337916,4.63075454529038,3.53871237106935,6.82019818778626,7.58890284566121,4.58083713090901
"TULP3",5.26737156236023,6.8763268806432,5.01873749639778,4.61090277617103,6.78209156609938,7.30991776998032,7.43957287604028,7.32575543484531,6.13817836900763,9.25846147170668,8.01646497909077
"MIIP",13.2296774124396,9.52592072456077,13.550591240274,8.23915414102692,10.4212626503478,13.0711241480157,10.3243052157294,8.38116087884845,8.81379458113916,10.1185371275483,10.8158654479796
"ZNF182",6.61483870621982,6.93941244835553,4.76780062157789,5.36678847718268,7.77459277089442,8.05329923811391,6.45269075983085,6.45659801037214,5.45615855022901,9.00549804351797,5.4079327239898
"MYADML2",9.37102150047808,8.70580834430057,13.550591240274,14.0594740388166,10.9726522085673,8.42498997218071,7.8950569296754,7.51200345437528,10.5450756595772,5.46401004887607,9.79790164111094
"STK36",5.75735961467281,6.18238563580765,3.42947062253848,3.77942850505822,4.4111164657557,6.38069093481333,4.40301251847282,5.52535791272231,5.08891710934821,7.9430516451254,8.27095593080793
"SLC25A16",16.6595937786277,12.301685703903,18.9039112364316,15.0421254501317,11.1932080318551,11.5224127560707,13.2090375554185,12.4786173085077,13.9027116904874,12.2940226099712,16.2237981719694
"COIL",12.7396893601271,12.301685703903,14.7216299894335,13.9838854687154,16.0454361441864,14.805680906994,15.2587157967765,12.2923692889777,12.9059134938109,11.5857250110428,15.5239480547472
"CISD2",14.1484050105257,8.20112380260198,17.3982899875123,14.6641825996259,11.0277911643892,11.0268251106483,14.1959196716279,12.6648653280377,12.2763567380153,8.49957118714056,16.0329299581815
"OXLD1",14.7608900759164,10.7876320788072,15.3071493640132,14.2106511790189,11.303485943499,10.0356498198035,14.4995757073846,10.2436410741481,12.748524304862,9.20786878606893,16.5419118616159
"ABHD14A",7.47231779776683,6.56089904208159,10.3720574925554,10.5068112440619,10.1455678712381,8.30109306082511,14.2718336805671,8.87782226426169,7.23990269165003,5.91934421961574,13.4880204410099
"GIMAP2",3.67491039234434,6.8763268806432,5.93883937073737,4.23295992566521,8.10542650582609,6.62848475752453,7.28774485816191,4.96661385413242,5.92832611707575,6.83001256109509,9.86152437904023
"DECR2",14.5158960497602,8.57963720887592,16.5618337381127,15.9491882913457,7.05778634520912,10.4073405538703,11.8425853945131,13.0373613670976,10.5450756595772,10.1185371275483,11.3884700893432
"FGGY",13.9646594909085,17.6008733917381,25.4282699817488,19.8797939366062,17.0379373489814,16.2304953875834,16.3215119219251,14.6515108696906,15.6339927689254,11.2821688972163,17.877989358131
"SLC31A2",8.94228195470457,11.1030599173688,8.02997999423645,12.4721140666921,9.86987309212837,7.80550541540271,9.18559508164157,13.1615267134509,8.28916395130945,9.76438832808409,10.7522427100503
"PYGL",6.12485065390724,6.24547120351997,3.26217937265856,6.65179416890247,4.19056064246791,7.12407240294692,8.50236900118889,6.95325939578538,6.97758737673517,8.5501638727783,4.70808260676759
"ZNF671",11.7597132555019,13.3741403550125,13.8851737400339,12.0941712161863,14.0604337345963,12.5755365025933,12.5258114749658,9.99531038144148,13.1682288087258,10.2197224988238,13.4880204410099
"AGTRAP",10.2897490985642,11.3554021882181,16.9800618628125,14.3618283192212,11.7997365458965,11.5224127560707,11.8425853945131,12.6648653280377,12.9059134938109,12.7999494663486,16.1601754340401
"FKBP7",10.3509976051032,6.8763268806432,13.3832999903941,11.5650512254782,8.87737188733334,13.0091756923379,11.3111873319388,9.74697968873486,9.12857295903699,10.6750566695634,14.5059842478785
"ITGAM",1.46996415693774,4.10056190130099,1.08739312421952,1.2850056917198,3.19805943767288,4.33639189744595,2.20150625923641,3.53871237106935,2.67561621213153,6.72882718981961,2.22679582752521
"C19orf54",12.7396893601271,11.3554021882181,11.208513741955,9.97769125335371,12.6819598390476,11.3365673890373,9.0337670637632,9.93322770826483,9.2859621479859,9.86557369935957,11.2612246134847
"HOOK1",4.77738351004765,2.96502168247918,1.17103874915948,6.65179416890247,1.37847389554866,0.619484556777993,7.81914292073621,5.401192566369,1.67881801545508,0.809482970203862,3.1175141585353
"DHRS1",8.02355435661848,2.77576497934221,6.02248499567734,7.33209129981295,7.38862008014079,7.12407240294692,8.4264549922497,6.02201929813555,8.07931169937757,7.69008821693669,8.58906962045439
"GFAP",5.02237753620394,8.20112380260198,7.36081499471675,4.38413706586754,8.7119550198675,6.25679402345773,3.64387242908095,4.03537375648259,4.40689729056958,5.56519542015155,3.56287332404034
"TDRKH",6.55359019968075,7.38101142234179,4.01498999711823,6.12267417819432,6.5615357428116,8.9205776176031,6.68043278664841,5.77368860542893,7.97438557341162,7.79127358821218,4.96257355848476
"ANKRD44",8.08480286315756,7.50718255776643,7.10987811989686,8.23915414102692,8.27084337329193,8.7347322505697,8.4264549922497,9.99531038144148,8.07931169937757,10.4726859270125,10.7522427100503
"CERS5",11.3922222162675,10.2198619693963,9.78653811797567,10.9603426646688,10.4764016061698,11.0268251106483,11.8425853945131,8.44324355202511,10.3876864706283,10.5232786126502,14.6968524616664
"ZBED4",12.0047072816582,14.1942527352727,12.3795524911145,10.2800455337584,9.75959518048448,11.8321550344597,9.10968107270238,12.7269480012143,9.54827746290076,9.15727610043119,8.27095593080793
"THAP3",9.49351851355622,9.27357845371147,13.550591240274,9.37298269254439,11.303485943499,7.37186622565812,9.0337670637632,9.93322770826483,8.65640539219025,8.19601507331411,14.4423615099492
"TMUB1",13.4134229320569,14.8881939801082,13.0487174906342,10.8091655244665,10.5315405619917,12.7613818696267,14.1959196716279,14.7135935428673,13.3256179976747,9.91616638499731,13.0426612755048
"SLC16A3",9.79976104625158,10.4091186725333,5.35331999615763,11.4138740852758,7.71945381507247,5.88510328939093,12.222155439209,8.56740889837842,5.71847386514386,7.18416136055928,5.78966915156555
"RHNO1",13.1071803993615,6.56089904208159,9.11737311845597,7.78562272041994,7.00264738938717,6.87627858023572,6.7563467955876,6.5186806835488,6.61034593585437,6.77941987545735,6.55314200671706
"PTH1R",2.69493428771919,3.65896292731473,4.01498999711823,5.44237704728384,8.10542650582609,6.25679402345773,5.99720670619574,7.07742474213869,4.35443422758661,6.77941987545735,6.2350283170706
"MBOAT7",11.3922222162675,10.2829475371086,8.69914499375616,11.4138740852758,9.75959518048448,11.2746189333595,10.5520472425469,9.001987610615,11.5943369192366,10.5232786126502,12.215565682424
"PRRG1",15.6183691674635,16.5915043083409,17.3146443625723,20.1821482170109,17.2584931722692,16.5402376659724,18.5230181811615,18.5006366066432,17.0504954694656,14.5201007780318,15.8420617443937
"IQSEC2",10.4734946181814,10.7876320788072,13.2160087405142,13.6059426182096,12.7922377506915,8.30109306082511,11.5389293587564,13.3477747329809,10.2827603446624,12.0916518674202,12.9790385375755
"CDAN1",8.39104539585292,8.01186709946502,9.70289249303571,9.82651411315138,7.9951485941822,11.2746189333595,7.74322891179703,8.44324355202511,9.12857295903699,11.1303908403031,10.1160153307574
"ARMC5",10.5347431247205,12.301685703903,9.45195561821582,9.97769125335371,9.64931726884059,11.3985158447151,8.73011102800645,8.13283018614183,10.7024648485261,9.76438832808409,11.3884700893432
"MAPK10",1.95995220925032,3.59587735960241,1.17103874915948,3.17471994424891,2.53639196780953,4.83197954286835,4.63075454529038,2.97996831247945,3.04285765301233,7.23475404619702,2.09955035166663
"USP35",5.94110513429002,6.49781347436926,4.516863746758,6.65179416890247,5.51389558219462,6.69043321320232,4.85849657210794,7.82241682025855,6.08571530602466,9.25846147170668,6.55314200671706
"IL17D",1.71495818309403,4.85758871384887,1.50562124891933,4.6864913462722,1.04764016061698,2.66378359414537,2.8088183307499,4.28370444918921,4.93152792039929,6.42527107599316,3.1175141585353
"CCHCR1",8.69728792854828,12.3647712716153,12.4631981160545,12.6988797769956,10.4212626503478,13.1950210593713,13.1331235464793,13.7823534452175,9.81059277781562,11.3327615828541,16.0329299581815
"TSPAN11",4.34864396427414,4.85758871384887,2.50936874819889,6.04708560809316,7.16806425685301,6.13289711210213,8.88193904588482,4.09745642965924,4.66921260548444,6.88060524673283,2.73577773095955
"EXOSC1",13.535919945135,9.65209185998541,12.4631981160545,8.23915414102692,9.64931726884059,9.0444745289587,9.33742309951994,8.69157424473173,9.96798196676453,9.76438832808409,11.8338292548483
"TCF19",3.98115292503971,3.0281072501915,4.26592687193811,4.4597256359687,5.18306184726294,3.77885579634576,5.99720670619574,7.88449949343521,5.19384323531415,7.79127358821218,4.19910070333326
"PAQR3",12.9846833862833,12.4909424070399,12.8814262407543,14.2862397491201,10.3661236945259,15.0534747297052,13.2090375554185,11.0507158254446,13.9027116904874,10.371500555737,10.1796380686867
"TRMT1",14.5771445562992,13.8157393289987,16.1436056134129,15.1933025903341,13.3987662647329,18.0889490579174,16.5492539487427,14.3410975038073,12.5386720529301,12.6987640950731,19.1504441167168
"DOHH",11.9434587751191,8.5165516411636,12.5468437409945,6.95414844930713,6.50639678698965,6.93822703591352,8.65419701906726,10.8644678059147,8.34162701429242,9.35964684298216,7.82559676530289
"PRKX",4.77738351004765,5.93004336495836,4.60050937169797,7.55885701011644,7.33348112431885,3.59301042931236,9.26150909058076,7.7603341470819,5.03645404636524,8.34779313022733,8.14371045494935
"PCDHB14",3.79740740542249,5.86695779724604,4.516863746758,6.95414844930713,5.07278393561905,7.37186622565812,3.34021639332421,5.09077920048573,5.71847386514386,8.39838581586507,5.4715554619191
"GPATCH2",10.7797371508767,9.08432175057451,9.87018374291564,9.59974840284788,9.31848353390891,12.5135880469155,8.27462697437133,7.38783810802197,9.75812971483264,9.66320295680861,11.2612246134847
"DHX34",7.59481481084498,8.32729493802663,6.35706749543719,7.33209129981295,7.71945381507247,11.5843612117485,8.04688494755377,6.82909404943207,7.55468106954785,9.00549804351797,6.93487843429281
"C5orf63",11.0859796835721,5.86695779724604,8.61549936881619,7.48326844001528,6.67181365445549,9.41616526302549,5.84537868831736,9.87114503508817,8.0268486363946,7.99364433076314,7.7619740273736
"ATF1",19.0482855336515,17.0961888500395,19.7403674858313,22.6009824602482,14.8323791161035,20.0093511839292,17.6120500738913,15.2723376014572,16.1061603357722,14.7224715205827,15.0149661513129
"SRC",3.49116487272713,5.61461552639674,2.59301437313885,6.57620559880131,6.12042409623603,5.69925792235754,4.40301251847282,4.40786979554252,5.66601080216089,7.69008821693669,3.49925058611105
"HAUS4",19.2932795598078,20.2504672356557,24.4245224824692,23.885988151968,19.9603020075445,19.6376604498624,22.39463263706,21.1081088800628,18.257145918074,20.743001111474,20.5501443511613
"GTF2E1",10.7797371508767,9.71517742769774,9.2846643683359,12.396525496591,9.59417831301864,11.2746189333595,9.41333710845913,11.4852945376812,10.912317100458,11.4845396397673,11.8338292548483
"LINC00950",8.81978494162643,9.52592072456077,9.45195561821582,7.40767986991412,3.91486586335818,8.42498997218071,6.07312071513492,5.401192566369,8.07931169937757,6.22290033344219,3.81736427575751
"AAED1",11.3922222162675,11.1661454850812,12.1286156162946,14.5885940295247,14.9977959835694,12.3896911355599,12.9053815196617,9.49864899602824,10.5450756595772,10.2703151844615,12.7245475858584
"HOMEZ",8.14605136969663,12.1755145684783,10.3720574925554,9.52415983274672,11.9100144575404,9.60201063005889,9.18559508164157,11.6094598840345,10.2302972816794,9.00549804351797,10.7522427100503
"SNX24",12.9846833862833,11.5446588913551,16.3945424882328,6.87855987920596,11.1932080318551,9.84980445277009,11.5389293587564,10.1815584009715,9.07610989605402,8.85371998660474,12.6609248479291
"NME7",5.45111708197744,6.18238563580765,4.60050937169797,4.4597256359687,5.56903453801657,6.38069093481333,5.31398062574306,3.91120841012928,8.76133151815619,5.868751533978,3.81736427575751
"LOXL4",3.61366188580527,4.85758871384887,1.5892668738593,3.02354280404658,3.63917108424845,4.27444344176815,5.38989463468224,6.14618464448886,4.5642864795185,7.58890284566121,5.28068724813122
"ENTHD2",5.57361409505559,6.81324131293088,4.01498999711823,4.23295992566521,3.6943100400704,7.55771159269151,5.23806661680387,6.02201929813555,4.45936035355255,6.67823450418186,9.86152437904023
"ACBD4",7.1048267585324,8.20112380260198,7.10987811989686,8.39033128122925,6.45125783116771,10.4073405538703,8.50236900118889,7.07742474213869,7.18743962866706,9.61261027117087,11.6429610410604
"SETD6",10.9022341639549,11.1661454850812,9.45195561821582,13.2279997677038,7.77459277089442,10.1595467311591,11.4630153498172,14.4652628501607,8.81379458113916,10.7762420408389,12.6609248479291
"ZSCAN20",5.51236558851652,6.62398460979391,4.01498999711823,4.00619421536172,5.51389558219462,7.30991776998032,3.9475284648377,5.77368860542893,4.82660179443335,7.53831016002347,2.79940046888884
"RNLS",13.8421624778304,15.1405362509575,18.9875568613716,16.9318397026608,17.5893269072008,12.0799488571709,21.180008494033,16.8244044308736,13.7453225015385,12.3952079812466,15.8420617443937
"RABEPK",11.4534707228065,11.1661454850812,14.8052756143735,9.67533697294905,9.75959518048448,12.3277426798821,9.18559508164157,8.38116087884845,10.859854037475,11.0797981546654,12.7881703237877
"SLC1A1",3.61366188580527,2.27108043764363,1.75655812373922,3.4014856545524,6.89236947774328,6.56653630184673,7.59140089391865,6.70492870307876,4.61674954250147,3.89563679410609,4.00823248954538
"MIR1-1HG",7.77856033046219,5.67770109410907,7.44446061965671,4.4597256359687,3.08778152602899,5.76120637803534,6.30086274195248,4.09745642965924,2.93793152704639,5.46401004887607,10.4341290204039
"CD1D",2.02120071578939,4.6683320107119,7.6953974944766,3.02354280404658,3.47375421678261,2.60183513846757,1.82193621454048,6.33243266401883,6.87266125076923,3.99682216538157,5.91691462742414
"SLC35E3",8.32979688931385,6.056214500383,7.52810624459667,7.33209129981295,8.82223293151139,7.80550541540271,6.83226080452679,7.82241682025855,7.50221800656488,9.76438832808409,6.2350283170706
